post_colonialism_desc;Postcolonialism or postcolonial studies is an academic discipline featuring methods of intellectual discourse that analyze, explain, and respond to the cultural legacies of colonialism and imperialism, to the human consequences of controlling a country and establishing settlers for the economic exploitation of the native people and their land. Drawing from postmodern schools of thought, postcolonial studies analyse the politics of knowledge (creation, control, and distribution) by analyzing the functional relations of social and political power that sustain colonialism and neocolonialism - the how and the why of an imperial regime's representations (social, political, cultural) of the imperial colonizer and of the colonized people.;;;;;;;;;;;;x,,
humanistic_psychology;Humanistic Psychology;;;;;;;;;;;;x,,
humanistic_psychology_desc;Humanistic psychology was developed in the 1950s in reaction to both behaviorism and psychoanalysis. By using phenomenology, intersubjectivity, and first-person categories, the humanistic approach sought to glimpse the whole person - not just the fragmented parts of the personality or cognitive functioning. Humanism focused on fundamentally and uniquely human issues, such as individual free will, personal growth, self-actualization, self-identity, death, aloneness, freedom, and meaning. The humanistic approach was distinguished by its emphasis on subjective meaning, rejection of determinism, and concern for positive growth rather than pathology. Some founders of the humanistic school of thought were American psychologists Abraham Maslow, who formulated a hierarchy of human needs, and Carl Rogers, who created and developed client-centered therapy.;;;;;;;;;;;;x,,
modern_power_generation;Modern Power Generation;;;;;;;;;;;;x,,
modern_power_generation_desc;;;;;;;;;;;;;x,,
mechanized_manufacture;Mechanized Manufacturing;;;;;;;;;;;;x,,
mechanized_manufacture_desc;By the early 20th century machines developed the ability to perform more complex operations that had previously been done by skilled craftsmen. An example is the glass bottle making machine developed 1905. It replaced highly paid glass blowers and child labor helpers and led to the mass production of glass bottles. After 1900 factories were electrified, and electric motors and controls were used to perform more complicated mechanical operations. This resulted in mechanized processes to manufacture almost all goods.;;;;;;;;;;;;x,,
modern_metallurgy;Modern Metallurgy;;;;;;;;;;;;x,,
modern_metallurgy_desc;;;;;;;;;;;;;x,,
modern_infrastructure;Modern Infrastructure;;;;;;;;;;;;x,,
modern_infrastructure_desc;;;;;;;;;;;;;x,,
modern_chemistry;Modern Chemistry;;;;;;;;;;;;x,,
modern_chemistry_desc;;;;;;;;;;;;;x,,
triode;Triodes;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
triode_desc;A triode is an electronic amplification device having three active electrodes. The term most commonly applies to a vacuum tube (or valve in British English) with three elements: the filament or cathode, the grid, and the plate or anode. The triode vacuum tube was the first electronic amplification device, which propelled the electronics age forward,  by enabling amplified radio technology and long-distance telephony.;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
tetrode;Tetrodes;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
tetrode_desc;A tetrode is an electronic device having four active electrodes. The term most commonly applies to a two-grid vacuum tube. It has the three electrodes of a triode and an additional screen grid which significantly changes its behaviour.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
cinematographic_propaganda;Cinematographic Propaganda;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
cinematographic_propaganda_desc;The advent of cinema has allowed the rapid spread of 'propaganda films', allowing a government the ability to sway large groups of people with messages conveyed through film.;;;;;;;;;;;;x,,,,,,;;;;;;;;;;;;;;;;
valve_radio_sets;Valve Radio Sets;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
valve_radio_sets_desc;With the discovery that triode valves could amplify signals it was soon noticed that they would also oscillate, a fact that was exploited in generating signals. Once the triode was established as an amplifier it made a tremendous difference to radio receiver performance as it allowed the incoming signals to be amplified. This gave significant improvements in the levels of gain that could be achieved, greatly increasing selectivity, enabling this type of receiver to outperform all other types of the era.;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;
modern_public_transportation;Modern Public Transportation;;;;;;;;;;;;x,,
modern_public_transportation_desc;Public transport modes include city buses, trolleybuses, trams and passenger trains, rapid transit (metro/subways/undergrounds etc) and ferries. Public transport between cities is dominated by airlines, coaches, and intercity rail. High-speed rail networks are being developed in many parts of the world. For historical and economic reasons, there are differences internationally regarding use and extent of public transport. While countries in the Old World tend to have extensive and frequent systems serving their old and dense cities, many cities of the New World have more sprawl and much less comprehensive public transport.;;;;;;;;;;;;x,,
industrial_electrolysis;Industrial Electrolysis;;;;;;;;;;;;x,,
industrial_electrolysis_desc;Industrial Electrolysis is the industrial use of a Direct Current to drive an otherwise non-spontaneous chemical reaction. This can be used in many processes, such as the purification of oil.;;;;;;;;;;;;;x,,
electrometallurgy;Electrometallurgy;;;;;;;;;;;;x,,
electrometallurgy_desc;Electrometallurgy is a method to produce metals using eletrical energy via electrolysis.;;;;;;;;;;;;;x,,
substitute_materials;Substitute Materials;;;;;;;;;;;;x,,
substitute_materials_desc;The invention of the Fischer Tropsch synthesis in the Kaiser Wilhelm Institute has made coal liquefaction cheaper than ever.;;;;;;;;;;;;;x,,
mechanized_assembly_line;Mechanized Assembly Line;;;;;;;;;;;;x,,
mechanized_assembly_line_desc;The increased mechanization of the Assembly Lines is leading to an increase in productivity, although it might cause unemployment down the line.;;;;;;;;;;;;;x,,
automated_production_processes;Automated Production Processes;;;;;;;;;;;;x,,
automated_production_processes_desc;Automated Production Processes involve the use of autonomous tools to operate a factory when making a physical product.;;;;;;;;;;;;;x,,
precision_machinery;Precision Machinery;;;;;;;;;;;;x,,
precision_machinery_desc;Precision machining is a process that removes excess, raw material from a work-piece, while holding close tolerance finishes, to create a finished product. Simply put, it means shaping large pieces of material into more precise parts, so that they can meet very exact specifications.;;;;;;;;;;;;;x,,
household_electrification;Household Electrification;;;;;;;;;;;;x,,
household_electrification_desc;The electrification of households began in the early 20th century in major cities and in areas served by electric railways and increased rapidly until about 1930 when 70% of households were electrified in the U.S.;;;;;;;;;;;;;x,,
color_motion_picture;Color Motion Picture;;;;;;;;;;;;x,,
color_motion_picture_desc;After the advent of motion pictures, a tremendous amount of energy was invested in the production of photography in natural color. Early movies were not actually color movies, since they were shot monochrome and hand-colored or machine-colored afterwards. In 1902, Edward Raymond Turner produced first films with natural color process rather than using colorization techniques. In 1908, kinemacolor was introduced. In the same year, A Visit to the Seaside, a short film became the first natural color movie to be publicly presented. In 1917 technicolor was introduced.;;;;;;;;;;;;x,,
mahatma_gandhi;Mahatma Gandhi;;;;;;;;;;;;x,,
mahatma_gandhi_desc;Mohandas Karamchand Gandhi was the preeminent leader of Indian independence movement in British-ruled India. Employing nonviolent civil disobedience, Gandhi led India to independence and inspired movements for civil rights and freedom across the world. Gandhi famously led Indians in challenging the British-imposed salt tax with the 400 km Dandi Salt March in 1930, and later in calling for the British to Quit India in 1942. He was imprisoned for many years, upon many occasions, in both South Africa and India. Gandhi attempted to practise nonviolence and truth in all situations, and advocated that others do the same. He lived modestly in a self-sufficient residential community and wore the traditional Indian dhoti and shawl, woven with yarn hand spun on a charkha. He ate simple vegetarian food, and also undertook long fasts as a means to both self-purification and social protest. Nathuram Godse, a Hindu nationalist, assassinated Gandhi on 30 January 1948 by firing three bullets into his chest at point-blank range.;;;;;;;;;;;;x,,
lenin;Vladimir Lenin;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
lenin_desc;Vladimir Ilyich Lenin was a Russian Marxist revolutionary, author, lawyer, economic theorist, political philosopher as well as the creator of the Soviet Communist Party and the leader of the 1917 October Revolution. As a theorist, his extensive theoretical and philisophical contributions to Marxism produced Leninism.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;
systems_theory;Systems Theory;;;;;;;;;;;;x,,
systems_theory_desc;"Systems theory is the interdisciplinary study of systems in general, with the goal of elucidating principles that can be applied to all types of systems at all nesting levels in all fields of research. The term does not yet have a well-established, precise meaning, but systems theory can reasonably be considered a specialization of systems thinking; alternatively as a goal output of systems science and systems engineering, with an emphasis on generality useful across a broad range of systems (versus the particular models of individual fields).";;;;;;;;;;;;x,,
mussolini;Benito Mussolini;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
mussolini_desc;Benito Amilcare Andrea Mussolini was an Italian politician who led the National Fascist Party and is credited with being one of the key figures in the creation of Fascism.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
frankfurt_school;Frankfurt School;;;;;;;;;;;;x,,
frankfurt_school_desc;The Frankfurt School (German: Frankfurter Schule) is a school of social theory and philosophy associated in part with the Institute for Social Research at the Goethe University in Frankfurt, Germany. The school initially formed during the interwar period in Germany and consisted of dissident Jews who were at home neither in none of the existent systems that had formed during the interwar period. Meanwhile, many of these theorists believed that traditional theory could not adequately explain the turbulent and unexpected development of capitalist societies in the twentieth century. Critical of both capitalism and Soviet socialism, their writings pointed to the possibility of an alternative path to social development.;;;;;;;;;;;;x,,
theodor_w_adorno;Theodor W. Adorno;;;;;;;;;;;;x,,
theodor_w_adorno_desc;Theodor W. Adorno was a Jewish sociologist, philosopher and musicologist known for his critical theory of society. He was a leading member of the Frankfurt School of critical theory, whose work has come to be associated with thinkers such as Ernst Bloch, Walter Benjamin, Max Horkheimer and Herbert Marcuse, for whom the work of Freud, Marx and Hegel were essential to a critique of modern society. He is widely regarded as one of the 20th century's foremost thinkers on aesthetics and philosophy, as well as one of its preeminent essayists. As a critic of both fascism and what he called the culture industry, his writings - such as Dialectic of Enlightenment (1947), Minima Moralia (1951) and Negative Dialectics (1966) - strongly influenced the European New Left.;;;;;;;;;;;;x,,
max_horkheimer;Max Horkheimer;;;;;;;;;;;;x,,
max_horkheimer_desc;Max Horkheimer was a Jewish philosopher and sociologist who was famous for his work in critical theory as a member of the 'Frankfurt School' of social research. His most important works include The Eclipse of Reason (1947), ''Between Philosophy and Social Science'' (1930–1938) and, in collaboration with Theodor Adorno, The Dialectic of Enlightenment (1947). Through the Frankfurt School, Horkheimer planned, supported and made other significant works possible.;;;;;;;;;;;;x,,
walter_benjamin;Walter Benjamin;;;;;;;;;;;;x,,
walter_benjamin_desc;Walter Bendix Schönflies Benjamin was a Jewish philosopher and cultural critic. An eclectic thinker, combining elements of German idealism, Romanticism, historical materialism, and Jewish mysticism, Benjamin made enduring and influential contributions to aesthetic theory and Western Marxism. He is associated with the Frankfurt School. His turn to Marxism in the 1930s was partly due to the influence of Bertolt Brecht, who developed a theater notable for its Verfremdungseffekt (defamiliarization, alienation). An earlier influence was friend Gershom Scholem, founder of the academic study of the Kabbalah and of Jewish mysticism. Scholars often cite Benjamin's most famous works, especially the essays ''The Task of the Translator'' (1923) and ''The Work of Art in the Age of Mechanical Reproduction'' (1936).;;;;;;;;;;;;x,,
erich_fromm;Erich Fromm;;;;;;;;;;;;x,,
erich_fromm_desc;Erich Seligmann Fromm was a Jewish social psychologist, psychoanalyst, sociologist, humanistic philosopher, and democratic socialist. He was associated with the Frankfurt School of critical theory. Fromm's best known work, ''Escape from Freedom'', focuses on the human urge to seek a source of authority and control upon reaching a freedom that was thought to be an individual’s true desire. Fromm’s critique of the modern political order and capitalist system led him to seek insights from medieval feudalism. In Escape from Freedom, he found favor with the lack of individual freedom, rigid structure, and obligations required on the members of medieval society. The culmination of Fromm's social and political philosophy was his book ''The Sane Society'', published in 1955, which argued in favor of a humanistic and democratic socialism.;;;;;;;;;;;;x,,
roaring_twenties;Roaring Twenties;;;;;;;;;;;;x,,
roaring_twenties_desc;The Roaring Twenties is a term sometimes used to refer to the 1920s, characterizing the era's distinctive cultural edge in most of the world's major cities for a period of sustained economic prosperity. ''Normalcy'' returned to politics in the wake of hyper-emotional patriotism during World War I, jazz music blossomed, the flapper redefined modern womanhood, and Art Deco peaked. Economically, the era saw the large-scale diffusion and use of automobiles, telephones, motion pictures, and electricity, unprecedented industrial growth, accelerated consumer demand and aspirations, and significant changes in lifestyle and culture. Finally the Wall Street Crash of 1929 ended the era, as the Great Depression set in worldwide, bringing years of worldwide gloom and hardship.;;;;;;;;;;;;x,,
art_deco;Art Deco;;;;;;;;;;;;x,,
art_deco_desc;Art Deco is an influential visual arts design style which first appeared in France during the 1920s, flourished internationally during the 30s and 40s, then waned in the post-World War II era. It is an eclectic style that combines traditional craft motifs with Machine Age imagery and materials. The style is often characterized by rich colors, bold geometric shapes and lavish ornamentation. Deco emerged from the Interwar period when rapid industrialization was transforming culture. One of its major attributes is an embrace of technology. This distinguishes Deco from the organic motifs favored by its predecessor Art Nouveau.;;;;;;;;;;;;x,,
epic_theatre;Epic Theatre;;;;;;;;;;;;x,,
epic_theatre_desc;Epic theatre (German: episches Theater) was a theatrical movement arising in the early to mid-20th century from the theories and practice of a number of theatre practitioners, including Erwin Piscator, Vladimir Mayakovsky, Vsevolod Meyerhold and, most famously, Bertolt Brecht. The term epic theater comes from Erwin Piscator who coined it during his first year as Director of Berlin's Volksbühne (1924-1927). Although many of the concepts and practices involved in Brechtian epic theatre had been around for years, even centuries, Brecht unified them, developed the style, and popularized it. Epic theatre incorporates a mode of acting that utilises what he calls gestus. The epic form describes both a type of written drama and a methodological approach to the production of plays.;;;;;;;;;;;;x,,
mechanized_wells;Mechanized Oil Wells;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
just_in_time_production;Just-In-Time Production;;;;;;;;;;;;x,,
just_in_time_production_desc;Just-in-time production is a methodology aimed primarily at reducing flow times within production as well as response times from suppliers and to customers.;;;;;;;;;;;;x,,
quality_management;Quality Management;;;;;;;;;;;;x,,
quality_management_desc;Quality management ensures that an organization, product or service is consistent. It has four main components: quality planning, quality control, quality assurance and quality improvement. Quality management is focused not only on product and service quality, but also on the means to achieve it.;;;;;;;;;;;;x,,
customer_service;Customer Service;;;;;;;;;;;;x,,
customer_service_desc;Customer service is the provision of service to customers before, during and after a purchase. Accordingly, it may vary by product, service, industry and individual customer. From the point of view of an overall sales process engineering effort, customer service plays an important role in an organization's ability to generate income and revenue.;;;;;;;;;;;;x,,
The_New_Deal;The 'New Deal';;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
The_New_Deal_desc;The New Deal is a system of economic programs designed to combat economic depression and focused on the 3 R's: relief, recovery, and reform. That is, relief for the unemployed and poor, recovery of the economy to normal levels, and reform of the financial system to prevent a repeat depression.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;
multinational_corporations;Multinational Corporations;;;;;;;;;;;;x,,
multinational_corporations_desc;A multinational corporation (MNC) has facilities and other assets in at least one country other than its home country. A multinational company generally has offices and/or factories in different countries and a centralized head office where they coordinate global management. These companies, also known as international, stateless, or transnational corporate organizations tend to have budgets that exceed those of many small countries.;;;;;;;;;;;;x,,
neoliberalguy;Milton Friedman;;;;;;;;;;;;x,,
neoliberalguy_desc;Milton Friedman was a Jewish-American Economist, best known for being one of the leaders of the Chicago School of Economics.;;;;;;;;;;;;;x,,
hedgefonds;Hedge Funds;;;;;;;;;;;;x,,
hedgefonds_desc;A hedge fund is an investment vehicle and a business structure that pools capital from a number of investors and invests in securities and other instruments. It is administered by a professional management firm, and often structured as a limited partnership, limited liability company, or similar vehicle. Hedge funds are generally distinct from mutual funds as their use of leverage is not capped by regulators and distinct from private equity funds as the majority of hedge funds invest in relatively liquid assets.;;;;;;;;;;;;x,,
guerrilla_warfare_doctrine;Guerrilla Warfare Doctrine;;;;;;;;;;;;x,,
guerrilla_warfare_doctrine_desc;Guerrilla warfare is a form of irregular warfare in which a small group of combatants such as armed civilians or irregulars use military tactics including ambushes, sabotage, raids, petty warfare, hit-and-run tactics, and mobility to fight a larger and less-mobile traditional military. The term is usually translated as ''little war'', and the word ''guerrilla'' has been used to refer to the concept since the 18th century, and perhaps earlier.;;;;;;;;;;;;x,,
radio_coordination;Radio Coordination;;;;;;;;;;;;x,,
radio_coordination_desc;Military radio equipment was still in its infancy during the first World War. For instance, an aircraft with an equipped radio had a range of only 2,000 yards, and field radios were extremely cumbersome and fragile. However, they still revolutionized warfare in ways armaments could not.;;;;;;;;;;;;;x,,
medium_tank;Medium Tank;;;;;;;;;;;;x,,
medium_tank_desc;The medium tank represented a compromise in features between the reconnaissance and mobility oriented light tanks and the armor and armament oriented heavy tanks. The most widely produced, cost effective and successful tanks of World War II were all medium tank designs, and the success of the concept would later lead to the development of the main battle tank, which sought to incorporate the best aspects of all three tank types.;;;;;;;;;;;;x,,
heavy_tank;Heavy Tank;;;;;;;;;;;;x,,
heavy_tank_desc;A heavy tank was a subset of tank that provided equal or greater firepower as well as armor than tanks of lighter classes, at the cost of mobility and maneuverability and, particularly, expense. The heavy tank concept originated in World War I and coexisted with light and medium tanks until the end of the Cold War with the introduction of the main battle tank.;;;;;;;;;;;;x,,
school_of_firepower;School of Firepower;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
school_of_firepower_desc;The awe-inspiring destructive capability of modern weaponry gave new credence to the School of Firepower.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
aerial_support;Aerial Support;;;;;;;;;;;;x,,
aerial_support_desc;The use of aircraft in the close air support of ground forces dates back to World War I, the first significant use of aerial units in warfare. Air warfare, and indeed aviation itself, was still in its infancy - and the direct effect of rifle calibre machine guns and light bombs of World War I aircraft was very limited compared with the power of (for instance) a World War II fighter bomber, but close support aircraft still had a powerful psychological impact.;;;;;;;;;;;;x,,
self_propelled_artillery;Self-Propelled Artillery;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
self_propelled_artillery_desc;The weakness of artillery has always been its lack of mobility, and considering that mobility is quickly becoming the hallmark of a modern army, it is becoming increasingly clear that new methods must be developed to move artillery from one front to the next.;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
school_of_maneuver;School of Maneuver;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
school_of_maneuver_desc;The advent of Tank warfare led to a new school of thought-that impressive speed and superior positioning would win the day in military clashes;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
motorised_infantry_doctrine;Motorized Infantry Doctrine;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
motorised_infantry_doctrine_desc;Motorising infantry is the first stage towards the mechanisation of an army. Civilian trucks are readily adaptable to military uses of transporting soldiers, towing guns, and carrying equipment and supplies. This greatly increases the strategic mobility of infantry units, which would otherwise rely on marches or railroads. It is the next step in the evolution of a truly modern armed forces.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
great_war_infantry;Great War Infantry;;;;;;;;;;;;x,,
great_war_infantry_desc;The infantrymen of World War I faced every conceivable terror the world's scientists and engineers could throw at them, typically resisting them while armed with little more than a bolt-action rifle, these troops braved the horrors of trench warfare to defend their homes and families.;;;;;;;;;;;;;x,,
great_war_cavalry;Great War Cavalry;;;;;;;;;;;;x,,
great_war_cavalry_desc;The role of Cavalry by the dawn of World War I had already shifted considerably, emphasising almost completely on dismounted firepower and covering fire from the flanks while using machine guns and attached artillery..;;;;;;;;;;;;;x,,
convoy_sailing;Convoy Sailing;;;;;;;;;;;;x,,
convoy_sailing_desc;Traditionally in wartime, merchant shipping had continued to sail individually and without escort, in the belief that the most effective way of defending merchant shipping was through the use of squadrons hunting down enemy raiders. However, with the rise of the submarine, it became increasingly clear that having merchant ships sail together would make them much easier to defend with escorts.;;;;;;;;;;;;x,,
fleet_auxiliary_ss_doctrine;Fleet Auxiliary SS Doctrine;;;;;;;;;;;;x,,
fleet_auxiliary_ss_doctrine_desc;Early submarine use centred around supporting combat operations by surface ships, as opposed to sortieing on their own to attack enemy shipping.;;;;;;;;;;;;x,,
nongqawuse_modifier;Cattle-killing;;;;;;;;;;;;;;;;;;;x,,,,,
nongqawuse_modifier_desc;Maybe listening to the girl was not the best idea after all...;;;;;;;;;;;;;;;;;;;x,,,,,
nongqawuse_flag;Cattle-killing;;;;;;;;;;;;;;;;;;;x,,,,,
synthetic_opioids;Synthetic Opioids;;;;;;;;;;;;x,,
synthetic_opioids_desc;Several semi-synthetic opioids were developed in the early 20th century, such as oxymorphone in 1914, oxycodone at the University of Frankfurt in 1916, hydrocodone in 1920 and hydromorphone in 1924. This lead to an increasing demand of the populace for outlawing the non-clinical use of such products;;;;;;;;;;;x,,
modern_fire_control;Modern Fire Control;;;;;;;;;;;;x,,
modern_fire_control_desc;Visual range measurement (of both target and shell splashes) was difficult prior to availability of Radar. The British favoured coincident rangefinders while the Germans favored the stereoscopic type.;;;;;;;;;;;x,,
16_inch_armament_desc;These guns broke with the example offered by the earlier 15-inch Mk I gun, which fired a heavy shell at a rather low muzzle velocity, and instead fired a rather light shell at a high muzzle velocity;;;;;;;;;;;;x,,
16_inch_armament;16 Inch Main Armament;;;;;;;;;;;;x,,
dual_purpose_guns_desc;Dual-purpose guns are designed as a compromise between the heavy main armament of a surface combatant and dedicated anti-aircraft guns. Usually of a mid-range caliber, the gun is heavy enough to prove useful against surface targets including ships, surfaced submarines, and land targets. However, it is compact enough to fit into a mounting capable of good traverse and high elevation, as well as being capable of a high rate of fire, allowing it to successfully engage air targets at all angles.;;;;;;;;;;;;x,,
dual_purpose_guns;Dual Purpose Guns;;;;;;;;;;;;x,,
the_television;The Television;;;;;;;;;;;;x,,
the_television_desc;The history of the television is a long one, spanning many great minds from 1890 to 1920. It is hard to credit it's creation to one individual, since many commercialy viable ones working with different principles appeared at roughly the same time.;;;;;;;;;;;;x,,
tv_network;Television Networks;;;;;;;;;;;;x,,
tv_network_desc;The first few television networks were mainly experimental ones in the 1910's and 1920's, leading to commercial ones to start appearing in limited form during the 1930's. Their popularity rapidly spiralled from there.;;;;;;;;;;;;x,,
floating_exchange_rates_desc;A floating exchange rate is a regime where the currency price of a nation is set by the forex market based on supply and demand relative to other currencies. This is in contrast to a fixed exchange rate, in which the government entirely or predominantly determines the rate.;;;;;;;;;;;;x,,
floating_exchange_rates;Floating Exchange Rates;;;;;;;;;;;;x,,
autobahn_desc;There is a new project in our nation, one that aims to link the country via car-only roads. Automobile enthusiasts and industrialists are lobbying for the idea. Although it won't serve much military use, it should greatly improve the quality of life of our civilian population.;;;;;;;;;;;;x,,
autobahn;Autobahn;;;;;;;;;;;;x,,
